source,label,participant,clip,total_frames,hand_frames,hand_rate,duration_s,flat_frac,centroid_z,flags,npz
wlasl,WHAT,WLASL_39,62967_5,25,15,0.6,0.83,1.0,-0.21,CORRUPT_FRAMES,train__WHAT__WLASL_39__wlasl_62967_5.npz
wlasl,YES,WLASL_3,64284_5,55,33,0.6,1.84,1.0,0.17,CORRUPT_FRAMES,train__YES__WLASL_3__wlasl_64284_5.npz
aslcitizen,DEAF,P49,6424376527059805-DEAF 2,86,52,0.605,2.87,1.0,0.72,CORRUPT_FRAMES,test__DEAF__P49__6424376527059805-DEAF 2.npz
wlasl,BATHROOM,WLASL_5,47725_4,66,40,0.606,2.2,1.0,-0.57,CORRUPT_FRAMES,train__BATHROOM__WLASL_5__wlasl_47725_4.npz
wlasl,PLEASE,WLASL_5,43224_14,71,43,0.606,2.37,1.0,-0.74,CORRUPT_FRAMES,train__PLEASE__WLASL_5__wlasl_43224_14.npz
wlasl,SORRY,WLASL_5,53372_3,66,40,0.606,2.2,1.0,-0.7,CORRUPT_FRAMES,train__SORRY__WLASL_5__wlasl_53372_3.npz
aslcitizen,WHAT,P33,028829908292230533-WHAT 1,163,99,0.607,5.46,0.0,7.29,FAR_FROM_WORD,train__WHAT__P33__028829908292230533-WHAT 1.npz
wlasl,HURT,WLASL_5,28452_13,77,47,0.61,2.57,1.0,-0.4,CORRUPT_FRAMES,train__HURT__WLASL_5__wlasl_28452_13.npz
wlasl,YES,WLASL_5,64294_10,59,36,0.61,1.97,1.0,-0.39,CORRUPT_FRAMES,train__YES__WLASL_5__wlasl_64294_10.npz
aslcitizen,DEAF,P49,24393293337340283-DEAF,44,27,0.614,1.47,1.0,0.1,CORRUPT_FRAMES,test__DEAF__P49__24393293337340283-DEAF.npz
aslcitizen,WHAT,P49,156881627862701-WHAT 1,70,43,0.614,2.33,0.357,-0.39,CORRUPT_FRAMES,test__WHAT__P49__156881627862701-WHAT 1.npz
aslcitizen,HELLO,P49,3283413810240037-HELLO,47,29,0.617,1.57,0.9,0.26,CORRUPT_FRAMES,test__HELLO__P49__3283413810240037-HELLO.npz
wlasl,DRINK,WLASL_6,17712_20,42,26,0.619,1.75,1.0,0.54,CORRUPT_FRAMES,train__DRINK__WLASL_6__wlasl_17712_20.npz
wlasl,WHAT,WLASL_32,62968_7,42,26,0.619,1.75,1.0,0.15,CORRUPT_FRAMES,train__WHAT__WLASL_32__wlasl_62968_7.npz
wlasl,WATER,WLASL_5,62507_7,95,59,0.621,3.17,1.0,-0.54,CORRUPT_FRAMES,train__WATER__WLASL_5__wlasl_62507_7.npz
wlasl,DEAF,WLASL_4,14886_13,37,23,0.622,1.23,1.0,-0.33,CORRUPT_FRAMES,train__DEAF__WLASL_4__wlasl_14886_13.npz
wlasl,HOW,WLASL_36,28202_16,78,49,0.628,2.6,0.0,4.29,FAR_FROM_WORD,train__HOW__WLASL_36__wlasl_28202_16.npz
wlasl,HELLO,WLASL_5,27181_7,52,33,0.635,1.74,1.0,-0.57,CORRUPT_FRAMES,train__HELLO__WLASL_5__wlasl_27181_7.npz
wlasl,SICK,WLASL_5,51514_22,80,51,0.637,2.67,1.0,-0.5,CORRUPT_FRAMES,train__SICK__WLASL_5__wlasl_51514_22.npz
aslcitizen,UNDERSTAND,P49,40156343723600907-UNDERSTAND,34,22,0.647,1.13,0.429,-0.09,CORRUPT_FRAMES,test__UNDERSTAND__P49__40156343723600907-UNDERSTAND.npz
wlasl,HELLO,WLASL_46,27172_11,68,44,0.647,2.27,1.0,0.1,CORRUPT_FRAMES,train__HELLO__WLASL_46__wlasl_27172_11.npz
wlasl,NO,WLASL_5,38541_6,85,55,0.647,2.84,1.0,0.83,CORRUPT_FRAMES,train__NO__WLASL_5__wlasl_38541_6.npz
wlasl,BATHROOM,WLASL_5,05305_7,100,65,0.65,3.34,1.0,-0.55,CORRUPT_FRAMES,train__BATHROOM__WLASL_5__wlasl_05305_7.npz
wlasl,DEAF,WLASL_45,14883_10,23,15,0.652,0.77,0.6,-0.61,CORRUPT_FRAMES,train__DEAF__WLASL_45__wlasl_14883_10.npz
wlasl,DEAF,WLASL_5,14898_26,91,60,0.659,3.04,1.0,-0.55,CORRUPT_FRAMES,train__DEAF__WLASL_5__wlasl_14898_26.npz
wlasl,YES,WLASL_5,64295_11,59,39,0.661,1.97,1.0,-0.35,CORRUPT_FRAMES,train__YES__WLASL_5__wlasl_64295_11.npz
wlasl,SORRY,WLASL_5,53373_4,66,44,0.667,2.2,1.0,-1.0,CORRUPT_FRAMES,train__SORRY__WLASL_5__wlasl_53373_4.npz
wlasl,EAT,WLASL_64,18331_10,52,35,0.673,1.74,1.0,0.81,CORRUPT_FRAMES,train__EAT__WLASL_64__wlasl_18331_10.npz
wlasl,STOP,WLASL_4,54923_4,43,29,0.674,1.43,1.0,-0.76,CORRUPT_FRAMES,train__STOP__WLASL_4__wlasl_54923_4.npz
wlasl,DRINK,WLASL_5,17731_14,71,48,0.676,2.37,1.0,-0.61,CORRUPT_FRAMES,train__DRINK__WLASL_5__wlasl_17731_14.npz
wlasl,DEAF,WLASL_45,14885_12,25,17,0.68,0.83,1.0,-0.39,CORRUPT_FRAMES,train__DEAF__WLASL_45__wlasl_14885_12.npz
wlasl,DRINK,WLASL_5,17725_7,69,47,0.681,2.3,1.0,-0.61,CORRUPT_FRAMES,train__DRINK__WLASL_5__wlasl_17725_7.npz
aslcitizen,DRINK,P49,5500549780163715-DRINK 2,57,39,0.684,1.9,1.0,0.14,CORRUPT_FRAMES,test__DRINK__P49__5500549780163715-DRINK 2.npz
wlasl,UNDERSTAND,WLASL_5,60553_1,80,56,0.7,2.67,1.0,-0.67,CORRUPT_FRAMES,train__UNDERSTAND__WLASL_5__wlasl_60553_1.npz
wlasl,WAIT,WLASL_32,62101_5,30,21,0.7,1.25,1.0,-0.31,CORRUPT_FRAMES,train__WAIT__WLASL_32__wlasl_62101_5.npz
wlasl,DEAF,WLASL_4,14884_11,37,26,0.703,1.23,1.0,-0.35,CORRUPT_FRAMES,train__DEAF__WLASL_4__wlasl_14884_11.npz
wlasl,WHAT,WLASL_4,62966_29,24,17,0.708,1.0,1.0,-0.25,CORRUPT_FRAMES,train__WHAT__WLASL_4__wlasl_62966_29.npz
wlasl,NO,WLASL_5,38540_5,93,66,0.71,3.1,1.0,-1.06,CORRUPT_FRAMES,train__NO__WLASL_5__wlasl_38540_5.npz
wlasl,INTERPRETER,WLASL_5,30261_7,77,55,0.714,2.57,1.0,0.24,CORRUPT_FRAMES,train__INTERPRETER__WLASL_5__wlasl_30261_7.npz
wlasl,NAME,WLASL_32,37581_10,42,30,0.714,1.75,1.0,0.06,CORRUPT_FRAMES,train__NAME__WLASL_32__wlasl_37581_10.npz
wlasl,SICK,WLASL_5,51515_23,78,56,0.718,2.6,1.0,-0.48,CORRUPT_FRAMES,train__SICK__WLASL_5__wlasl_51515_23.npz
wlasl,SORRY,WLASL_2,53365_7,117,84,0.718,4.68,0.542,-0.57,CORRUPT_FRAMES,train__SORRY__WLASL_2__wlasl_53365_7.npz
aslcitizen,SORRY,P6,5199425437483545-SORRY,54,39,0.722,1.81,0.0,3.11,FAR_FROM_WORD,test__SORRY__P6__5199425437483545-SORRY.npz
aslcitizen,EAT,P49,550827298682977-EAT,26,19,0.731,1.73,0.667,0.59,CORRUPT_FRAMES,test__EAT__P49__550827298682977-EAT.npz
wlasl,WHERE,WLASL_5,63089_5,138,101,0.732,4.6,1.0,2.13,CORRUPT_FRAMES,train__WHERE__WLASL_5__wlasl_63089_5.npz
wlasl,WHY,WLASL_46,63283_3,46,34,0.739,1.53,1.0,-0.33,CORRUPT_FRAMES,train__WHY__WLASL_46__wlasl_63283_3.npz
wlasl,THANKYOU,WLASL_115,69502_1,81,60,0.741,2.7,0.0,4.65,FAR_FROM_WORD,train__THANKYOU__WLASL_115__wlasl_69502_1.npz
wlasl,BATHROOM,WLASL_5,05304_6,75,56,0.747,2.5,1.0,-0.53,CORRUPT_FRAMES,train__BATHROOM__WLASL_5__wlasl_05304_6.npz
wlasl,WHO,WLASL_5,63239_4,99,74,0.747,3.3,0.3,-0.71,CORRUPT_FRAMES,train__WHO__WLASL_5__wlasl_63239_4.npz
wlasl,DRINK,WLASL_5,17728_10,66,50,0.758,2.2,1.0,-0.55,CORRUPT_FRAMES,train__DRINK__WLASL_5__wlasl_17728_10.npz
wlasl,WAIT,WLASL_6,62102_6,42,32,0.762,1.4,0.667,-0.21,CORRUPT_FRAMES,train__WAIT__WLASL_6__wlasl_62102_6.npz
aslcitizen,BATHROOM,P51,03197771323074128-BATHROOM,60,46,0.767,2.0,0.0,4.86,FAR_FROM_WORD,train__BATHROOM__P51__03197771323074128-BATHROOM.npz
aslcitizen,THANKYOU,P49,35156313213734314-THANK YOU,44,34,0.773,1.47,1.0,0.53,CORRUPT_FRAMES,test__THANKYOU__P49__35156313213734314-THANK YOU.npz
wlasl,STOP,WLASL_5,54929_8,84,65,0.774,2.8,1.0,1.87,CORRUPT_FRAMES,train__STOP__WLASL_5__wlasl_54929_8.npz
aslcitizen,WHO,P49,9738453337311435-WHO,23,18,0.783,1.53,0.6,0.29,CORRUPT_FRAMES,test__WHO__P49__9738453337311435-WHO.npz
wlasl,BATHROOM,WLASL_9,47721_0,50,42,0.84,2.0,1.0,1.15,CORRUPT_FRAMES,train__BATHROOM__WLASL_9__wlasl_47721_0.npz
wlasl,HELP,WLASL_4,27207_6,57,48,0.842,1.9,1.0,-0.66,CORRUPT_FRAMES,train__HELP__WLASL_4__wlasl_27207_6.npz
wlasl,STOP,WLASL_9,54915_0,40,37,0.925,1.6,1.0,-0.33,CORRUPT_FRAMES,train__STOP__WLASL_9__wlasl_54915_0.npz
wlasl,HELP,WLASL_21,27208_7,67,65,0.97,2.23,0.0,15.8,FAR_FROM_WORD,train__HELP__WLASL_21__wlasl_27208_7.npz
wlasl,NAME,WLASL_9,37575_0,43,42,0.977,1.72,1.0,0.73,CORRUPT_FRAMES,train__NAME__WLASL_9__wlasl_37575_0.npz
wlasl,BYE,WLASL_9,25041_0,47,46,0.979,1.88,1.0,-0.44,CORRUPT_FRAMES,train__BYE__WLASL_9__wlasl_25041_0.npz
wlasl,PLEASE,WLASL_9,43213_0,60,59,0.983,2.4,1.0,0.89,CORRUPT_FRAMES,train__PLEASE__WLASL_9__wlasl_43213_0.npz
wlasl,SICK,WLASL_9,51494_0,60,59,0.983,2.4,1.0,-0.17,CORRUPT_FRAMES,train__SICK__WLASL_9__wlasl_51494_0.npz
wlasl,BATHROOM,WLASL_9,05296_0,67,67,1.0,2.68,1.0,0.3,CORRUPT_FRAMES,train__BATHROOM__WLASL_9__wlasl_05296_0.npz
wlasl,BATHROOM,WLASL_9,58731_0,40,40,1.0,1.6,1.0,-0.56,CORRUPT_FRAMES,train__BATHROOM__WLASL_9__wlasl_58731_0.npz
wlasl,DEAF,WLASL_9,14855_0,47,47,1.0,1.88,1.0,0.38,CORRUPT_FRAMES,train__DEAF__WLASL_9__wlasl_14855_0.npz
wlasl,EAT,WLASL_9,18316_0,57,57,1.0,2.28,1.0,1.18,CORRUPT_FRAMES,train__EAT__WLASL_9__wlasl_18316_0.npz
wlasl,HELLO,WLASL_9,27171_0,47,47,1.0,1.88,1.0,0.51,CORRUPT_FRAMES,train__HELLO__WLASL_9__wlasl_27171_0.npz
wlasl,HELP,WLASL_9,27194_0,47,47,1.0,1.88,1.0,0.08,CORRUPT_FRAMES,train__HELP__WLASL_9__wlasl_27194_0.npz
wlasl,HOW,WLASL_9,28187_0,37,37,1.0,1.48,1.0,0.17,CORRUPT_FRAMES,train__HOW__WLASL_9__wlasl_28187_0.npz
wlasl,HURT,WLASL_9,28438_0,37,37,1.0,1.48,1.0,1.03,CORRUPT_FRAMES,train__HURT__WLASL_9__wlasl_28438_0.npz
wlasl,MORE,WLASL_9,36826_0,47,47,1.0,1.88,1.0,0.2,CORRUPT_FRAMES,train__MORE__WLASL_9__wlasl_36826_0.npz
wlasl,NO,WLASL_9,38482_0,80,80,1.0,3.2,1.0,0.02,CORRUPT_FRAMES,train__NO__WLASL_9__wlasl_38482_0.npz
wlasl,PAIN,WLASL_9,40797_0,77,77,1.0,3.08,1.0,-0.71,CORRUPT_FRAMES,train__PAIN__WLASL_9__wlasl_40797_0.npz
wlasl,THANKYOU,WLASL_9,57653_0,47,47,1.0,1.88,1.0,0.33,CORRUPT_FRAMES,train__THANKYOU__WLASL_9__wlasl_57653_0.npz
wlasl,WAIT,WLASL_9,62077_0,63,63,1.0,2.52,1.0,0.05,CORRUPT_FRAMES,train__WAIT__WLASL_9__wlasl_62077_0.npz
wlasl,WATER,WLASL_9,62479_0,53,53,1.0,2.12,1.0,-0.56,CORRUPT_FRAMES,train__WATER__WLASL_9__wlasl_62479_0.npz
wlasl,WHAT,WLASL_9,62944_0,33,33,1.0,1.32,1.0,-0.19,CORRUPT_FRAMES,train__WHAT__WLASL_9__wlasl_62944_0.npz
wlasl,WHERE,WLASL_9,63079_0,60,60,1.0,2.4,1.0,0.76,CORRUPT_FRAMES,train__WHERE__WLASL_9__wlasl_63079_0.npz
wlasl,WHO,WLASL_9,63219_0,77,77,1.0,3.08,1.0,-0.84,CORRUPT_FRAMES,train__WHO__WLASL_9__wlasl_63219_0.npz
wlasl,WHY,WLASL_9,63279_0,73,73,1.0,2.92,1.0,0.56,CORRUPT_FRAMES,train__WHY__WLASL_9__wlasl_63279_0.npz
wlasl,YES,WLASL_9,64275_0,70,70,1.0,2.8,1.0,-0.21,CORRUPT_FRAMES,train__YES__WLASL_9__wlasl_64275_0.npz
wlasl,INTERPRETER,WLASL_9,30256_0,57,67,1.175,2.28,1.0,0.68,CORRUPT_FRAMES,train__INTERPRETER__WLASL_9__wlasl_30256_0.npz
aslcitizen,MORE,P42,35438732511009685-MORE,44,22,0.5,1.45,0.0,-0.55,,test__MORE__P42__35438732511009685-MORE.npz
aslcitizen,NO,P35,8920807082520505-NO,68,34,0.5,2.27,0.0,0.15,,test__NO__P35__8920807082520505-NO.npz
aslcitizen,WHERE,P35,3227845753007452-WHERE,56,28,0.5,1.87,0.0,0.72,,test__WHERE__P35__3227845753007452-WHERE.npz
aslcitizen,DRINK,P16,2597508467759426-DRINK,56,28,0.5,1.87,0.0,-0.05,,train__DRINK__P16__2597508467759426-DRINK.npz
aslcitizen,HELP,P37,9437772948180145-HELP,54,27,0.5,1.8,0.0,0.03,,train__HELP__P37__9437772948180145-HELP.npz
aslcitizen,PLEASE,P37,04515307711600891-PLEASE,60,30,0.5,2.0,0.0,-1.16,,train__PLEASE__P37__04515307711600891-PLEASE.npz
aslcitizen,STOP,P16,9586306157625994-STOP,56,28,0.5,1.83,0.0,-0.34,,train__STOP__P16__9586306157625994-STOP.npz
aslcitizen,WHAT,P16,21224944864749995-WHAT 2,46,23,0.5,1.53,0.0,0.04,,train__WHAT__P16__21224944864749995-WHAT 2.npz
aslcitizen,INTERPRETER,P21,8950421059667071-INTERPRETER,68,34,0.5,2.27,0.0,-0.08,,val__INTERPRETER__P21__8950421059667071-INTERPRETER.npz
aslcitizen,DEAF,P9,35836254848045535-DEAF 2,93,47,0.505,3.06,0.0,-0.81,,test__DEAF__P9__35836254848045535-DEAF 2.npz
aslcitizen,EAT,P9,6221005899165424-EAT 2,105,53,0.505,3.5,0.0,0.78,,test__EAT__P9__6221005899165424-EAT 2.npz
aslcitizen,DRINK,P52,40985347259199356-seedDRINK 2,95,48,0.505,3.05,0.0,-0.39,,train__DRINK__P52__40985347259199356-seedDRINK 2.npz
wlasl,DEAF,WLASL_109,68033_3,85,43,0.506,4.25,0.0,-0.49,,train__DEAF__WLASL_109__wlasl_68033_3.npz
aslcitizen,HURT,P40,16631130373956604-HURT,89,45,0.506,2.98,0.0,-0.19,,train__HURT__P40__16631130373956604-HURT.npz
aslcitizen,MORE,P40,8385294089384643-MORE,81,41,0.506,2.7,0.0,-0.31,,train__MORE__P40__8385294089384643-MORE.npz
aslcitizen,PLEASE,P40,4782730717831809-PLEASE,87,44,0.506,2.9,0.0,0.91,,train__PLEASE__P40__4782730717831809-PLEASE.npz
aslcitizen,DRINK,P35,7536887152060914-DRINK,69,35,0.507,2.3,0.0,-0.08,,test__DRINK__P35__7536887152060914-DRINK.npz
aslcitizen,HELLO,P31,11225598264242453-HELLO,69,35,0.507,2.3,0.0,-0.86,,train__HELLO__P31__11225598264242453-HELLO.npz
aslcitizen,HOW,P33,6496045691880019-HOW 2,152,77,0.507,5.07,0.032,0.55,,train__HOW__P33__6496045691880019-HOW 2.npz
aslcitizen,BYE,P16,5974251648548923-BYE,59,30,0.508,1.97,0.0,-0.09,,train__BYE__P16__5974251648548923-BYE.npz
aslcitizen,HELP,P14,4206186890939383-HELP,65,33,0.508,2.12,0.0,1.56,,train__HELP__P14__4206186890939383-HELP.npz
aslcitizen,DRINK,P17,2980803225080717-DRINK 2,53,27,0.509,1.76,0.0,0.2,,test__DRINK__P17__2980803225080717-DRINK 2.npz
aslcitizen,WHAT,P35,30590478365410667-WHAT 2,55,28,0.509,1.83,0.0,-0.31,,test__WHAT__P35__30590478365410667-WHAT 2.npz
aslcitizen,HELP,P47,9165653074606479-HELP,102,52,0.51,3.29,0.0,0.77,,test__HELP__P47__9165653074606479-HELP.npz
aslcitizen,MORE,P27,013724247293201763-MORE,43,22,0.512,1.43,0.0,-0.7,,train__MORE__P27__013724247293201763-MORE.npz
aslcitizen,WHERE,P40,9574229853297838-WHERE,86,44,0.512,2.87,0.0,0.08,,train__WHERE__P40__9574229853297838-WHERE.npz
aslcitizen,WHO,P40,17383536861491344-WHO,82,42,0.512,2.71,0.0,-0.06,,train__WHO__P40__17383536861491344-WHO.npz
aslcitizen,MORE,P22,6030819884347467-MORE,39,20,0.513,1.3,0.0,-0.27,,test__MORE__P22__6030819884347467-MORE.npz
wlasl,EAT,WLASL_109,68044_3,76,39,0.513,2.53,0.0,0.49,,train__EAT__WLASL_109__wlasl_68044_3.npz
aslcitizen,STOP,P49,564285386999722-STOP,35,18,0.514,2.33,0.143,-0.56,,test__STOP__P49__564285386999722-STOP.npz
aslcitizen,NAME,P9,38747687874121217-NAME,103,53,0.515,3.39,0.0,-0.79,,test__NAME__P9__38747687874121217-NAME.npz
aslcitizen,PLEASE,P30,18053723532999788-PLEASE,97,50,0.515,3.24,0.0,-0.34,,train__PLEASE__P30__18053723532999788-PLEASE.npz
wlasl,EAT,WLASL_118,69307_1,60,31,0.517,2.0,0.0,0.85,,train__EAT__WLASL_118__wlasl_69307_1.npz
aslcitizen,INTERPRETER,P27,5828146321580936-INTERPRETER,58,30,0.517,1.93,0.0,-0.19,,train__INTERPRETER__P27__5828146321580936-INTERPRETER.npz
aslcitizen,MORE,P12,8341336597329694-MORE,58,30,0.517,1.94,0.0,-0.66,,val__MORE__P12__8341336597329694-MORE.npz
aslcitizen,WATER,P17,6604106363350253-WATER,56,29,0.518,1.95,0.0,0.5,,test__WATER__P17__6604106363350253-WATER.npz
aslcitizen,HOW,P35,5356144703822832-HOW 2,54,28,0.519,1.81,0.0,-0.66,,test__HOW__P35__5356144703822832-HOW 2.npz
aslcitizen,WHO,P35,60520933432529-WHO,50,26,0.52,1.67,0.0,-0.98,,test__WHO__P35__60520933432529-WHO.npz
aslcitizen,BATHROOM,P6,3467549992811463-BATHROOM,48,25,0.521,1.6,0.0,0.77,,test__BATHROOM__P6__3467549992811463-BATHROOM.npz
aslcitizen,SORRY,P42,6724466474942836-SORRY,69,36,0.522,2.25,0.0,-0.53,,test__SORRY__P42__6724466474942836-SORRY.npz
aslcitizen,HELLO,P40,0022932153577568393-HELLO,92,48,0.522,3.07,0.0,0.55,,train__HELLO__P40__0022932153577568393-HELLO.npz
aslcitizen,PAIN,P12,5646942405877946-PAIN,46,24,0.522,1.54,0.0,-0.49,,val__PAIN__P12__5646942405877946-PAIN.npz
wlasl,DEAF,WLASL_15,14888_16,65,34,0.523,2.17,0.0,-0.42,,train__DEAF__WLASL_15__wlasl_14888_16.npz
aslcitizen,EAT,P6,41461171624603455-EAT,42,22,0.524,1.4,0.0,0.4,,test__EAT__P6__41461171624603455-EAT.npz
aslcitizen,THANKYOU,P17,4624064779710624-THANK YOU,61,32,0.525,2.14,0.0,0.33,,test__THANKYOU__P17__4624064779710624-THANK YOU.npz
aslcitizen,HELLO,P17,1789715889624135-HELLO,38,20,0.526,1.22,0.0,0.42,,test__HELLO__P17__1789715889624135-HELLO.npz
aslcitizen,SORRY,P9,7585555932220547-SORRY,116,61,0.526,3.82,0.0,0.94,,test__SORRY__P9__7585555932220547-SORRY.npz
wlasl,WATER,WLASL_28,62500_14,110,58,0.527,3.67,0.0,0.32,,train__WATER__WLASL_28__wlasl_62500_14.npz
wlasl,SICK,WLASL_13,51504_8,108,57,0.528,3.6,0.0,-0.23,,train__SICK__WLASL_13__wlasl_51504_8.npz
aslcitizen,DRINK,P26,7331110745964862-DRINK 2,66,35,0.53,2.16,0.0,0.45,,val__DRINK__P26__7331110745964862-DRINK 2.npz
aslcitizen,HELP,P26,8218136220855874-HELP,66,35,0.53,2.17,0.0,0.49,,val__HELP__P26__8218136220855874-HELP.npz
aslcitizen,UNDERSTAND,P17,6605969835390502-UNDERSTAND,49,26,0.531,1.6,0.0,0.51,,test__UNDERSTAND__P17__6605969835390502-UNDERSTAND.npz
aslcitizen,SORRY,P31,675487631009581-SORRY,96,51,0.531,3.2,0.0,-0.51,,train__SORRY__P31__675487631009581-SORRY.npz
aslcitizen,BYE,P17,17487361670794144-BYE,47,25,0.532,1.57,0.0,-0.56,,test__BYE__P17__17487361670794144-BYE.npz
aslcitizen,HOW,P27,8190663704033752-HOW,47,25,0.532,1.57,0.0,-0.34,,train__HOW__P27__8190663704033752-HOW.npz
aslcitizen,YES,P21,9715589334909431-YES,47,25,0.532,1.57,0.0,-0.1,,val__YES__P21__9715589334909431-YES.npz
aslcitizen,WAIT,P22,3372774069388451-WAIT,30,16,0.533,1.0,0.0,-0.6,,test__WAIT__P22__3372774069388451-WAIT.npz
aslcitizen,DEAF,P40,8003732238675179-DEAF,60,32,0.533,1.95,0.0,0.1,,train__DEAF__P40__8003732238675179-DEAF.npz
aslcitizen,PLEASE,P17,9004431867747704-PLEASE,58,31,0.534,1.94,0.0,1.61,,test__PLEASE__P17__9004431867747704-PLEASE.npz
aslcitizen,WHERE,P26,19532533865671398-WHERE,43,23,0.535,1.4,0.0,-1.02,,val__WHERE__P26__19532533865671398-WHERE.npz
aslcitizen,PLEASE,P12,4096147054343935-PLEASE,56,30,0.536,1.84,0.0,2.08,,val__PLEASE__P12__4096147054343935-PLEASE.npz
wlasl,WHY,WLASL_13,63285_5,95,51,0.537,3.17,0.0,-0.39,,train__WHY__WLASL_13__wlasl_63285_5.npz
wlasl,SICK,WLASL_38,51502_6,76,41,0.539,2.54,0.0,-0.42,,train__SICK__WLASL_38__wlasl_51502_6.npz
wlasl,DRINK,WLASL_109,68042_4,87,47,0.54,2.9,0.0,0.69,,train__DRINK__WLASL_109__wlasl_68042_4.npz
aslcitizen,HELP,P17,032534532433647456-HELP,59,32,0.542,1.98,0.0,-0.86,,test__HELP__P17__032534532433647456-HELP.npz
aslcitizen,EAT,P40,33555147348315106-EAT,81,44,0.543,2.7,0.0,-0.14,,train__EAT__P40__33555147348315106-EAT.npz
aslcitizen,YES,P40,1555998439795525-YES,81,44,0.543,2.7,0.0,-0.05,,train__YES__P40__1555998439795525-YES.npz
aslcitizen,HOW,P17,25866202861571086-HOW 2,57,31,0.544,1.84,0.0,-0.74,,test__HOW__P17__25866202861571086-HOW 2.npz
wlasl,PLEASE,WLASL_36,43217_6,77,42,0.545,2.57,0.0,-0.18,,train__PLEASE__WLASL_36__wlasl_43217_6.npz
aslcitizen,HOW,P16,03376426509046859-HOW,64,35,0.547,2.13,0.0,-0.51,,train__HOW__P16__03376426509046859-HOW.npz
wlasl,NO,WLASL_36,38525_9,64,35,0.547,2.14,0.0,0.74,,train__NO__WLASL_36__wlasl_38525_9.npz
aslcitizen,NO,P6,3247833356457248-NO,42,23,0.548,1.4,0.0,1.08,,test__NO__P6__3247833356457248-NO.npz
aslcitizen,EAT,P4,1529448369800237-EAT,78,43,0.551,2.6,0.0,2.09,,train__EAT__P4__1529448369800237-EAT.npz
aslcitizen,SICK,P37,689651243355925-SICK,47,26,0.553,1.53,0.0,-0.35,,train__SICK__P37__689651243355925-SICK.npz
wlasl,WATER,WLASL_19,62499_10,121,67,0.554,5.04,0.0,0.17,,train__WATER__WLASL_19__wlasl_62499_10.npz
aslcitizen,PLEASE,P22,7328260605453549-PLEASE,45,25,0.556,1.5,0.0,0.78,,test__PLEASE__P22__7328260605453549-PLEASE.npz
aslcitizen,DRINK,P27,6275909006677276-DRINK 2,54,30,0.556,1.8,0.0,1.4,,train__DRINK__P27__6275909006677276-DRINK 2.npz
aslcitizen,DEAF,P12,4095802504728605-DEAF,45,25,0.556,1.5,0.0,-0.3,,val__DEAF__P12__4095802504728605-DEAF.npz
aslcitizen,DRINK,P21,8038145060553852-DRINK,45,25,0.556,1.5,0.0,0.0,,val__DRINK__P21__8038145060553852-DRINK.npz
aslcitizen,DRINK,P35,7861742512788061-DRINK 2,61,34,0.557,2.04,0.0,0.28,,test__DRINK__P35__7861742512788061-DRINK 2.npz
aslcitizen,SORRY,P26,9220637121525757-SORRY,79,44,0.557,2.64,0.0,-0.21,,val__SORRY__P26__9220637121525757-SORRY.npz
aslcitizen,PLEASE,P16,95072139344285-PLEASE,68,38,0.559,2.27,0.0,0.52,,train__PLEASE__P16__95072139344285-PLEASE.npz
aslcitizen,BATHROOM,P22,4174529910508753-BATHROOM,25,14,0.56,0.83,0.0,-0.16,,test__BATHROOM__P22__4174529910508753-BATHROOM.npz
aslcitizen,DRINK,P42,9000152796377254-DRINK,50,28,0.56,1.63,0.1,-0.58,,test__DRINK__P42__9000152796377254-DRINK.npz
aslcitizen,SORRY,P6,5157432639091493-SORRY,41,23,0.561,1.37,0.0,0.96,,test__SORRY__P6__5157432639091493-SORRY.npz
wlasl,HOW,WLASL_36,28203_17,80,45,0.562,2.67,0.0,0.56,,train__HOW__WLASL_36__wlasl_28203_17.npz
aslcitizen,INTERPRETER,P31,7988379966512122-INTERPRETER,80,45,0.562,2.67,0.0,-0.61,,train__INTERPRETER__P31__7988379966512122-INTERPRETER.npz
wlasl,HOW,WLASL_8,28201_10,71,40,0.563,2.84,0.0,-0.72,,train__HOW__WLASL_8__wlasl_28201_10.npz
aslcitizen,BYE,P50,9682333715513665-BYE,46,26,0.565,1.53,0.0,-0.25,,train__BYE__P50__9682333715513665-BYE.npz
aslcitizen,DEAF,P21,7371501507543785-DEAF,37,21,0.568,1.23,0.0,-0.22,,val__DEAF__P21__7371501507543785-DEAF.npz
aslcitizen,BATHROOM,P35,6425492078663873-BATHROOM,79,45,0.57,2.63,0.0,0.0,,test__BATHROOM__P35__6425492078663873-BATHROOM.npz
wlasl,EAT,WLASL_0,18323_13,86,49,0.57,3.44,0.056,-0.4,,train__EAT__WLASL_0__wlasl_18323_13.npz
aslcitizen,WHAT,P33,600407709572452-WHAT 2,165,94,0.57,5.52,0.0,-0.5,,train__WHAT__P33__600407709572452-WHAT 2.npz
aslcitizen,HELP,P35,5726113697968809-HELP,63,36,0.571,2.11,0.0,-0.66,,test__HELP__P35__5726113697968809-HELP.npz
wlasl,HELLO,WLASL_121,70017_1,82,47,0.573,2.74,0.235,-0.27,,train__HELLO__WLASL_121__wlasl_70017_1.npz
aslcitizen,HELLO,P12,05614933522741539-HELLO,54,31,0.574,1.8,0.0,0.2,,val__HELLO__P12__05614933522741539-HELLO.npz
